rev_Mean,mou_Mean,totmrc_Mean,roam_Mean,change_mou,change_rev,churn,months,uniqsubs,actvsubs,new_cell,totcalls,totmou,totrev,area,phones,hnd_webcap,income,creditcd,Customer_ID
"30,6575","22,25","29,99",0,"16,75","-0,0675",1,46,1,1,N,2395,7346,"2826,23",MIDWEST AREA,1,NA,3,N,1000714
"124,0875","2075,25","79,99",0,"-144,25","3,0525",1,46,2,2,Y,20821,"49277,26667","4136,05",PHILADELPHIA AREA,8,WCMB,8,Y,1000715
"90,855","1437,5",55,0,"-272,5","58,215",1,46,1,1,Y,26262,"53891,12333","4030,65",SOUTH FLORIDA AREA,10,WCMB,7,Y,1000716
"31,7875","7,5","29,95",0,"-7,5","-1,8375",0,53,1,1,U,515,1143,"1528,13",MIDWEST AREA,1,NA,5,Y,1000717
"68,0925","1202,25",55,0,"-95,25","-5,0025",1,46,4,3,N,18347,30322,"2881,96",SOUTH FLORIDA AREA,3,WC,7,Y,1000718
"108,8375","2021,25",75,"0,585","316,75","9,6925",0,46,1,1,N,39450,"89321,01667","5425,77",NORTHWEST/ROCKY MOUNTAIN AREA,9,WCMB,6,Y,1000719
"72,625","689,5","54,99","7,765","11,5","-12,685",1,50,1,1,N,10009,"25720,14667","2623,41",OHIO AREA,2,NA,9,Y,1000720
"103,76","746,25","38,2175",0,"-723,25","-130,86",0,52,1,1,Y,8145,28356,"4077,74",CHICAGO AREA,2,WCMB,2,Y,1000721
"177,805","1790,75","121,445",0,"-367,75","-57,805",0,46,1,1,N,29097,"66711,02","6441,66",SOUTH FLORIDA AREA,5,WCMB,5,Y,1000722
"226,8675","2627,5",75,0,"-164,5","-64,0675",1,50,1,1,Y,22754,"97239,02","6903,95",MIDWEST AREA,3,WCMB,,,1000723
"85,1775",688,80,"0,195",187,"0,0525",0,48,1,1,Y,14424,"23708,03667","3716,4",SOUTH FLORIDA AREA,4,WC,9,Y,1000724
"48,6175","712,75",45,"3,6175","125,25","-3,6175",0,50,2,2,Y,20873,"35165,01667","2744,65",GREAT LAKES AREA,7,WCMB,6,Y,1000725
"137,29",1139,"102,6125","0,585",847,"-30,37",0,46,3,2,N,12703,"26819,12","4037,38",SOUTH FLORIDA AREA,7,WCMB,6,Y,1000726
"76,195","61,75",75,0,"-61,75","-1,195",1,46,1,1,U,15537,28447,"3986,04",NORTHWEST/ROCKY MOUNTAIN AREA,3,WCMB,,N,1000727
"9,5975","135,75",10,"0,0975","53,25","-0,0975",1,50,2,2,N,2697,4729,"1756,33",NORTHWEST/ROCKY MOUNTAIN AREA,2,WCMB,8,Y,1000728
"82,83","874,75","84,99","7,0975","-318,75","-6,85",0,48,1,1,Y,9040,"27500,19667","4181,37",MIDWEST AREA,7,WCMB,6,Y,1000729
"255,5375","1943,25","98,9475","0,8075","-20,25","-115,0975",0,50,1,1,N,10174,"40448,01667","5679,71",MIDWEST AREA,4,WCMB,7,Y,1000730
"114,8275","1837,75","84,8225",0,"148,25","-19,4575",1,50,2,2,Y,10507,"27124,08333","2727,4",SOUTH FLORIDA AREA,4,WCMB,3,Y,1000731
"85,38","924,75",75,0,"-305,75","3,19",1,46,1,1,N,14622,"48519,10333","4721,02",SOUTH FLORIDA AREA,2,NA,6,Y,1000732
"84,3475",1199,75,0,-149,"-7,9075",1,50,1,1,Y,17737,"47884,16667","4529,28",PHILADELPHIA AREA,6,NA,7,Y,1000733
"265,665",2613,55,"0,0975",-154,"-51,975",0,46,2,1,N,39079,"84473,1","7101,26",SOUTH FLORIDA AREA,8,WCMB,,N,1000734
"41,99","36,25","41,99",0,"-16,25",0,1,52,1,1,Y,2882,5890,"2213,57",DALLAS AREA,3,NA,5,N,1000735
"21,605","186,5","20,1625",0,"13,5","9,375",0,52,2,2,Y,3745,8860,"1419,09",NEW YORK CITY AREA,1,NA,,N,1000736
"358,8525","2325,5","149,99","1,19","35,5","7,4575",1,46,1,1,Y,12932,"45733,35333","6140,74",MIDWEST AREA,2,WCMB,9,Y,1000737
"37,1525",4,"41,395",0,9,"1,0475",1,48,1,1,Y,117,229,"1971,46",MIDWEST AREA,1,NA,6,Y,1000738
"58,275","389,5",55,0,"-35,5","-2,675",0,50,1,1,Y,5749,10707,"2840,94",SOUTH FLORIDA AREA,2,WCMB,6,Y,1000739
"30,26","148,5","29,99",0,"23,5","-0,27",0,46,1,1,Y,3255,5176,"1566,37",TENNESSEE AREA,1,NA,6,Y,1000740
"281,605",3676,"209,99",0,-1007,"-63,795",1,52,1,1,Y,62711,"147379,3133","11324,68",NORTHWEST/ROCKY MOUNTAIN AREA,2,WCMB,9,Y,1000741
"80,2575","296,75","29,99","2,93","-66,75","-27,8275",1,50,2,2,N,2102,6017,"2126,9",NORTHWEST/ROCKY MOUNTAIN AREA,1,NA,,N,1000742
"64,25",575,50,0,-35,"-7,5",1,48,1,1,N,10329,19938,"3218,06",NEW YORK CITY AREA,3,NA,4,N,1000743
"82,8925","590,25",75,"0,5775","259,75","-4,3525",1,50,1,1,Y,12181,"30435,1","4240,19",PHILADELPHIA AREA,4,WCMB,4,Y,1000744
"215,715","2912,25",75,0,"123,75","-16,865",0,48,2,1,Y,38330,112345,"7684,63",PHILADELPHIA AREA,2,WCMB,4,N,1000745
"136,7","2082,25","99,99","10,635","-168,25","23,66",0,52,2,1,N,27232,"70842,07","6195,26",OHIO AREA,22,WCMB,,N,1000746
"80,945","437,5","84,99","0,0975","60,5","1,095",0,52,3,2,N,10655,"18381,19667","2989,03",NEW YORK CITY AREA,3,WCMB,3,Y,1000747
"50,495","40,25",50,0,"-40,25","-0,495",1,52,3,3,N,11752,"23947,05","2796,02",NORTHWEST/ROCKY MOUNTAIN AREA,7,WC,6,Y,1000748
"33,5975","172,5","39,99","0,39","70,5","-1,6275",0,52,2,2,Y,2224,5491,"2010,76",MIDWEST AREA,2,WCMB,9,Y,1000749
"58,745","734,75",55,0,"-28,75","-0,495",0,46,1,1,Y,13017,20129,"2654,18",SOUTH FLORIDA AREA,6,WCMB,5,Y,1000750
"128,1","842,25","100,2725",0,"-291,25","-38,16",0,46,1,1,N,7297,"19756,26","3155,71",OHIO AREA,2,NA,8,Y,1000751
"7,7425",0,"7,7425",0,0,"-7,7425",0,48,1,1,N,2731,"8310,873333","2011,92",NORTHWEST/ROCKY MOUNTAIN AREA,1,NA,7,Y,1000752
"86,9775","1075,75",75,0,"-131,75","-11,0775",0,48,2,1,N,30681,60835,"4337,03",NORTHWEST/ROCKY MOUNTAIN AREA,13,WCMB,6,Y,1000753
"62,9475",461,"69,99",0,125,"33,6425",0,50,1,1,N,5736,"13970,12667","2637,16",SOUTH FLORIDA AREA,11,WCMB,6,Y,1000754
"79,2525",680,50,0,-142,"-29,2525",0,46,1,1,Y,7868,"17228,16333","2499,44",GREAT LAKES AREA,5,WCMB,,N,1000755
"131,2975",1262,"79,8375","0,32",233,"-7,6075",0,50,1,1,Y,23496,"54964,48667","4402,15",CALIFORNIA NORTH AREA,4,WCMB,9,Y,1000756
"29,5825",147,"35,1425",0,-91,"6,4075",1,50,2,2,Y,8221,12555,"2557,07",NEW YORK CITY AREA,3,WCMB,6,Y,1000757
"61,7475","599,75",55,0,"133,25","10,2525",1,50,1,1,N,7441,"30241,04667","3075,87",SOUTH FLORIDA AREA,2,WCMB,6,Y,1000758
50,"62,5",50,0,"-62,5",0,1,52,1,1,N,2332,8712,"2575,3",MIDWEST AREA,3,WC,7,Y,1000759
"20,68","465,25","9,0325",0,"-48,25","-3,48",0,48,2,2,Y,7341,16231,"2191,71",NEW YORK CITY AREA,5,WCMB,,N,1000760
"51,3275","427,5",50,"0,8775","-164,5","-0,5475",1,46,1,1,N,7173,17444,"2228,64",CENTRAL/SOUTH TEXAS AREA,3,WCMB,7,Y,1000761
"38,7475","366,5","32,49","1,0375","-54,5","-5,2675",0,50,2,2,N,6965,12752,"1739,6",DALLAS AREA,5,WCMB,9,Y,1000762
"36,895",136,"29,99",0,37,"4,995",1,46,1,1,N,2487,"4703,033333","1695,36",GREAT LAKES AREA,2,NA,6,Y,1000763
"36,85","300,25","34,98",0,"-65,25","0,11",1,48,2,2,Y,7013,"14051,01667","2034,9",SOUTH FLORIDA AREA,3,NA,6,Y,1000764
"29,365","23,5","39,365",0,"-8,5","5,625",1,52,1,1,Y,440,"961,02","1484,2",DALLAS AREA,1,NA,6,Y,1000765
"71,6425","455,25",50,0,"-189,25","-13,7225",0,50,1,1,Y,7098,18399,"2800,36",MIDWEST AREA,2,NA,6,Y,1000766
"31,225","278,25",30,0,"-16,25","-1,225",1,52,2,1,N,4071,9509,"1649,38",MIDWEST AREA,4,WCMB,8,Y,1000767
"38,63","189,75","29,99",0,"-48,75","-4,68",1,46,1,1,Y,1708,3073,"1435,87",DALLAS AREA,1,NA,6,Y,1000768
"65,4525","644,25","49,99","0,195","-277,25","-24,6825",1,48,1,1,Y,2060,"5175,113333","748,8",MIDWEST AREA,4,WCMB,4,Y,1000769
"96,0075",981,"49,97","8,195",636,"91,3725",0,46,2,1,Y,21306,"44679,32333","4286,39",NEW YORK CITY AREA,16,WCMB,6,Y,1000770
"301,5875",1618,39,0,-161,"-24,8375",1,48,1,1,Y,10862,31550,"4948,59",MIDWEST AREA,4,WC,,N,1000771
"85,5625",1344,"79,435","0,39",-195,"11,4075",0,52,1,1,N,21758,53123,"4316,99",NORTHWEST/ROCKY MOUNTAIN AREA,2,WCMB,,N,1000772
"71,5925","2583,75","63,365",0,"-134,75","1,3975",0,48,2,2,U,52059,"80545,02","4632,4",CENTRAL/SOUTH TEXAS AREA,6,NA,,,1000773
"85,525","936,25","49,99",0,"-264,25","-25,305",1,48,1,1,U,9697,"22931,2","2578,06",PHILADELPHIA AREA,2,WCMB,,N,1000774
"152,0625","836,5","57,2875","1,155","1133,5","238,8775",1,48,1,1,Y,3254,"8326,016667","1172,2",NORTHWEST/ROCKY MOUNTAIN AREA,7,WC,5,Y,1000775
"82,7325","867,75","74,99","0,0975","-40,75","2,4375",0,52,2,2,N,12075,"30701,22","4991,78",TENNESSEE AREA,4,WCMB,7,Y,1000776
"106,57",969,"67,0875","0,195",-844,"-78,19",1,52,1,1,U,24605,50826,"4838,52",SOUTH FLORIDA AREA,4,WCMB,4,Y,1000777
"81,2525","726,75","66,5225","1,0825","147,25","13,6475",0,48,3,2,N,11412,"29309,53667","3521,45",SOUTH FLORIDA AREA,7,WCMB,9,Y,1000778
"81,9525","700,75","84,99",0,"-45,75","-0,7425",1,50,1,1,N,10101,"26514,03667","3616,03",SOUTH FLORIDA AREA,6,WCMB,8,Y,1000779
"36,8325",328,30,0,-141,"-6,8325",1,46,4,2,Y,5130,9273,"1807,61",DALLAS AREA,4,WCMB,1,Y,1000780
55,"358,5",55,0,"159,5",0,0,48,5,4,N,11249,"19417,04","2767,99",SOUTH FLORIDA AREA,5,NA,9,Y,1000781
"64,81","841,5",55,0,"25,5","-3,57",1,48,2,2,N,18564,"30990,02","2816,44",SOUTH FLORIDA AREA,2,WC,3,Y,1000782
"149,3925","1301,75",75,"23,04","-245,75","-35,0925",1,50,1,1,N,14587,"37439,05","4553,29",NORTHWEST/ROCKY MOUNTAIN AREA,4,WCMB,3,Y,1000783
"81,71",674,"59,99","1,95",-68,"-16,53",1,50,1,1,N,9101,22019,"2921,84",DALLAS AREA,4,WCMB,5,Y,1000784
"30,99","41,5",30,0,"13,5",0,1,52,1,1,N,669,1150,"1801,63",PHILADELPHIA AREA,2,WCMB,3,Y,1000785
"77,11",457,"32,49",0,-12,"12,38",1,52,2,2,N,3169,6820,"1890,43",SOUTH FLORIDA AREA,2,WCMB,6,Y,1000786
"95,1","817,75",30,0,"597,25","40,35",0,48,1,1,N,4402,11853,"2068,15",CENTRAL/SOUTH TEXAS AREA,1,NA,7,Y,1000787
"20,98",6,"19,99",0,18,"2,97",1,48,2,1,Y,6112,"28545,36667","4519,16",NORTHWEST/ROCKY MOUNTAIN AREA,4,NA,6,N,1000788
"140,7375","2072,25","109,97","28,4575","-117,25","-24,1675",0,52,2,2,N,48380,"84506,19333","6495,1",TENNESSEE AREA,7,WCMB,,N,1000789
30,"124,25",30,0,"-37,25",0,1,52,1,1,Y,4097,"7554,053333","1782,46",NEW YORK CITY AREA,3,WCMB,3,N,1000790
"112,345","937,5","94,99","22,9375","-54,5","-24,745",0,48,1,1,N,10898,"22537,06667","3880,87",GREAT LAKES AREA,3,WCMB,6,Y,1000791
"79,285","658,5",75,0,"41,5","-0,045",0,48,1,1,Y,8697,22643,"3244,77",MIDWEST AREA,6,WCMB,6,Y,1000792
30,"80,75",30,0,"70,25",0,1,52,2,2,N,801,1362,"1588,67",PHILADELPHIA AREA,2,NA,7,Y,1000793
"43,7375","82,5","44,99",0,"15,5","-8,7475",0,48,1,1,Y,899,2501,"925,49",MIDWEST AREA,3,WCMB,6,Y,1000794
40,"108,25",40,0,"46,75",0,1,48,1,1,Y,1734,4797,"1956,43",NEW YORK CITY AREA,1,NA,,N,1000795
"56,9375",468,55,0,-130,"-1,9375",1,48,2,2,N,9362,"19009,04","2748,92",SOUTH FLORIDA AREA,4,WCMB,9,Y,1000796
"99,6025",995,45,0,310,"30,0875",1,48,2,1,Y,7439,25945,"3868,12",NEW YORK CITY AREA,2,WCMB,,Y,1000797
"58,375",598,73,0,-153,"-58,375",1,48,1,1,Y,3757,28769,"3835,9",CENTRAL/SOUTH TEXAS AREA,2,WC,,N,1000798
"174,0075","568,75","83,66",0,"-53,75","-66,8075",1,46,3,2,N,2805,5627,"2448,03",DALLAS AREA,2,WCMB,7,Y,1000799
"35,265","112,75","37,5725","1,145","21,25","-5,275",1,48,2,1,U,4515,"11058,05","3325,02",NORTHWEST/ROCKY MOUNTAIN AREA,2,WCMB,5,Y,1000800
"217,6375","1994,75","84,99","1,385","24,25","21,9025",0,50,2,2,U,18678,"71227,53667","5453,68",GREAT LAKES AREA,9,WCMB,8,Y,1000801
"69,615",457,40,"4,5175",30,"0,025",0,46,1,1,U,9120,"15261,04","2543,03",MIDWEST AREA,5,WCMB,7,Y,1000802
"25,8025","40,5","19,99",0,"17,5","3,3975",1,52,1,1,Y,1852,"3901,05","1802,49",DALLAS AREA,1,NA,6,Y,1000803
"40,29",95,39,0,0,"2,71",0,52,2,2,Y,1174,2502,"1736,74",NEW YORK CITY AREA,4,WCMB,1,Y,1000804
"80,25","1274,5",75,0,"-55,5","-3,66",1,48,5,5,N,32921,"59274,02","5521,16",DALLAS AREA,5,WCMB,,N,1000805
"62,3125","430,25",50,"1,035","-228,25","-3,4925",0,48,1,1,Y,7453,"14910,18","2130,46",HOUSTON AREA,5,WCMB,6,Y,1000806
"91,1475","1072,5",75,"8,745","24,5","-13,1775",0,48,2,2,Y,13006,"36116,09","3276,08",DALLAS AREA,3,WCMB,9,Y,1000807
"24,9",13,"24,9",0,14,0,0,50,1,1,Y,570,842,"1026,34",MIDWEST AREA,1,NA,7,N,1000808
"26,725",33,25,0,5,"1,775",1,46,1,1,Y,1147,1721,"1358,59",NEW YORK CITY AREA,1,NA,7,Y,1000809
"35,5525",135,"44,99",0,51,"0,4275",1,46,2,2,Y,4771,9003,"1967,28",NEW YORK CITY AREA,5,WC,3,N,1000810
"36,34","247,25","29,99","0,975","153,75","14,1",0,52,1,1,U,4662,"10969,08","2550,41",NORTHWEST/ROCKY MOUNTAIN AREA,4,WC,6,Y,1000811
"30,2375","99,5","29,99",0,"-36,5","0,7425",1,48,1,1,N,10295,"19890,11667","3805,81",NORTHWEST/ROCKY MOUNTAIN AREA,2,WCMB,,N,1000812
"43,2125","183,25","24,99",0,"54,75","13,9675",0,52,2,2,Y,5406,11081,"1809,04",SOUTH FLORIDA AREA,4,WCMB,3,Y,1000813
"57,5875","187,25","65,0875",0,"-102,25","-22,2075",0,52,2,2,N,6549,17976,"2899,27",NORTHWEST/ROCKY MOUNTAIN AREA,3,WCMB,4,Y,1000814
"102,225","281,5",45,"5,4775","-280,5","-53,475",1,46,1,1,N,14391,"34836,07","4814,57",SOUTH FLORIDA AREA,5,WCMB,7,Y,1000815
"37,6","148,5","44,99","2,115","-45,5","-1,62",0,52,1,1,U,16314,"34190,17667","3365,27",SOUTH FLORIDA AREA,3,WCMB,9,Y,1000816
"311,63",1652,"301,98","2,2025",303,"-4,72",0,46,3,3,N,47328,113749,"13426,6",MIDWEST AREA,8,WCMB,8,Y,1000817
10,"2,5",10,0,"-1,5",0,1,50,3,1,N,1999,3470,"1688,07",DALLAS AREA,1,NA,4,Y,1000818
"12,3975","240,5","9,1925",0,"-14,5","-2,7075",0,50,2,2,U,6104,"11116,47667","2233,68",MIDWEST AREA,6,WCMB,,N,1000819
"53,24",69,"59,99",0,-19,0,1,50,2,2,N,2248,3900,"2282,37",SOUTH FLORIDA AREA,4,WCMB,9,Y,1000820
"107,415","732,25","69,99","3,325","-360,25","-23,045",0,50,1,1,N,11539,"37653,02","6294,23",SOUTH FLORIDA AREA,7,WCMB,9,Y,1000821
"82,5775","585,75","44,99",0,"229,25","-6,3975",0,46,2,2,Y,1159,3380,"567,82",MIDWEST AREA,2,WCMB,7,Y,1000822
"58,8175",1927,"84,99","0,075",217,"-48,8175",1,48,3,1,N,11663,"31304,07","2794,26",NORTHWEST/ROCKY MOUNTAIN AREA,6,WCMB,8,Y,1000823
"139,91",932,"132,625",0,-112,"-60,66",0,50,4,4,U,39251,"68466,13667","6860,94",SOUTH FLORIDA AREA,10,WCMB,9,Y,1000824
"117,2125","339,25","42,53","2,1775","-131,25","-76,5825",1,50,1,1,N,5926,"12899,01667","2381,36",NEW YORK CITY AREA,6,WCMB,7,Y,1000825
"71,6225","367,75","60,15",0,"-225,75","-18,3825",1,46,1,1,N,6775,"13696,03","2713,79",NEW YORK CITY AREA,5,WCMB,5,Y,1000826
"152,4","2268,75",50,"0,585","1392,25","73,7",1,46,5,3,N,42317,"86580,68333","3905,9",SOUTH FLORIDA AREA,11,WCMB,6,Y,1000827
"75,5725",444,"40,07",0,-7,"-33,6025",0,50,1,1,Y,3933,10698,"2242,55",OHIO AREA,2,WCMB,4,Y,1000828
"160,5375","1864,25","104,98",0,"-495,25","-48,7675",1,48,1,1,N,18846,"44235,03667","4715,22",PHILADELPHIA AREA,2,NA,9,N,1000829
"52,69","471,5","37,285","3,1375","-81,5","-15,31",1,50,2,1,N,11728,23746,"2843,13",NEW YORK CITY AREA,6,WCMB,6,Y,1000830
"37,1875","116,5","29,99",0,"-43,5","-3,9475",0,50,1,1,N,1517,5193,"1479,72",NORTHWEST/ROCKY MOUNTAIN AREA,2,NA,7,N,1000831
"75,1125","374,25",75,0,"110,75","0,3375",1,48,1,1,Y,9346,30018,"3724,95",NORTHWEST/ROCKY MOUNTAIN AREA,4,NA,6,Y,1000832
"38,24",0,"44,99",0,0,0,1,52,1,1,N,5531,13596,"2949,21",NORTHWEST/ROCKY MOUNTAIN AREA,3,WCMB,,N,1000833
"37,61","75,25","37,53",0,"33,75","0,63",0,46,1,1,Y,2260,4475,"1759,66",NEW YORK CITY AREA,7,WCMB,6,Y,1000834
"138,8225","1395,25","69,99",0,"232,75","130,2975",0,52,1,1,N,15133,36773,"4186,09",SOUTH FLORIDA AREA,4,WCMB,7,Y,1000835
"59,6","533,25",50,0,"-20,25","-10,12",0,46,1,1,Y,8955,"20071,10667","2858,05",MIDWEST AREA,4,WCMB,9,Y,1000836
"156,8675",1392,"159,99","0,195",-90,"1,0425",1,50,1,1,Y,25249,"92205,36333","10905,76",MIDWEST AREA,4,WCMB,9,Y,1000837
5,0,0,0,0,0,1,52,2,2,N,4501,"8781,03","1610,53",NORTHWEST/ROCKY MOUNTAIN AREA,2,NA,6,Y,1000838
"30,8925","261,5","29,49",0,"-47,5","-1,9125",1,46,1,1,N,10009,"18652,01667","2473,16",NEW YORK CITY AREA,3,WC,7,Y,1000839
"88,6425","1598,5",75,"3,1175","-929,5","-13,3425",1,48,1,1,N,33639,"57236,07333","4725,03",NEW YORK CITY AREA,3,WCMB,6,Y,1000840
"15,565",79,10,"5,355",-38,"-5,565",0,52,3,2,N,3160,6246,"2004,45",DALLAS AREA,3,WCMB,5,Y,1000841
"64,955","410,75","21,6075",0,"-346,75","-71,705",0,50,1,1,U,13009,"28572,16667","5292,04",SOUTH FLORIDA AREA,4,WCMB,,N,1000842
92,"660,25","60,7625",0,"-20,25","-28,01",0,46,2,2,N,7855,14172,"2021,63",DALLAS AREA,4,WCMB,9,Y,1000843
"40,8975","95,25","39,99","1,8575","-48,25","-10,5175",0,46,2,2,Y,1297,2628,"1319,03",MIDWEST AREA,3,WCMB,6,Y,1000844
"44,2","195,75",40,"0,275","6,25","8,6",1,48,1,1,Y,2432,5417,"1944,64",PHILADELPHIA AREA,2,WCMB,5,Y,1000845
"135,1775","627,75",40,"51,365","-29,75","-33,6775",0,52,1,1,N,9164,"23393,02","4405,99",DALLAS AREA,2,WCMB,7,N,1000846
"50,0875",1114,"69,99","0,0975",323,"-0,0975",1,52,1,1,N,17558,38999,"3401,81",CENTRAL/SOUTH TEXAS AREA,4,WC,1,N,1000847
"118,4975","184,75","119,5875",0,"41,25","5,3525",0,48,2,2,N,6501,"13838,39","4381,42",DALLAS AREA,3,WCMB,9,Y,1000848
"21,55","44,25",17,0,"3,75","1,4",1,48,1,1,N,1030,1549,"922,37",MIDWEST AREA,1,NA,6,Y,1000849
"86,48",807,"74,995","0,2575",110,"-5,25",0,48,1,1,Y,24995,34870,"3673,62",NEW YORK CITY AREA,4,WCMB,2,Y,1000850
"62,3925",563,55,"0,1725",-146,"-5,1125",1,52,2,2,N,17262,"31808,04","3622,87",SOUTH FLORIDA AREA,7,WCMB,,N,1000851
"53,765","404,75",50,0,"94,25","-2,775",1,52,2,2,N,9166,"21532,02","3036,21",SOUTH FLORIDA AREA,7,WCMB,,N,1000852
"51,1175","355,75",50,0,"244,25","3,3525",0,52,1,1,N,6449,13069,"2620,92",NORTHWEST/ROCKY MOUNTAIN AREA,2,WCMB,6,Y,1000853
"58,585",443,"49,99",0,242,"50,185",1,52,1,1,Y,3651,"10701,07333","2595,18",TENNESSEE AREA,4,WCMB,8,N,1000854
"44,8075","169,75","19,7475",0,"-169,75","-24,8175",1,46,2,1,N,7263,18753,"2760,34",SOUTH FLORIDA AREA,5,NA,9,N,1000855
"84,0475",647,50,0,208,"43,9125",0,52,1,1,N,7729,"20875,02","3251,55",TENNESSEE AREA,1,NA,8,Y,1000856
"80,3","2445,25",75,0,"-438,25","-1,06",0,46,2,2,N,77543,95105,"4615,69",CENTRAL/SOUTH TEXAS AREA,9,WC,,N,1000857
"17,155",4,17,0,1,"-0,155",0,46,1,1,N,83,143,"762,42",NEW ENGLAND AREA,1,NA,1,Y,1000858
"60,48","514,5",50,"3,78","-116,5","-1,12",0,46,2,2,Y,5560,16337,"2415,02",NEW ENGLAND AREA,5,WCMB,9,Y,1000859
"86,555","654,5","84,99","4,0775","90,5","20,025",0,48,2,2,N,8527,"28955,02","3667,66",CENTRAL/SOUTH TEXAS AREA,5,WCMB,,N,1000860
"89,9425","168,75","94,99",0,"-131,75","-4,9525",0,45,4,4,N,3204,6950,"2425,87",GREAT LAKES AREA,7,WCMB,9,Y,1000861
"102,465","1155,25","109,98",0,"-117,25","-1,725",0,52,3,3,N,14341,"37731,15333","3827,82",PHILADELPHIA AREA,4,WCMB,9,Y,1000862
"17,145","0,25","16,99",0,"-0,25","-0,155",0,45,1,1,Y,18,32,"626,18",MIDWEST AREA,1,NA,5,Y,1000863
"61,4375","475,25",50,"0,39","-30,25","-10,4475",0,48,1,1,Y,2223,"5729,02","965,19",TENNESSEE AREA,9,WCMB,9,Y,1000864
"39,9175",28,"47,17",0,-19,"-30,2175",1,52,1,1,U,4503,"7400,05","2485,98",CALIFORNIA NORTH AREA,3,WCMB,,N,1000865
"30,755","112,75","39,99",0,"-37,75","-0,765",1,45,2,1,N,2811,4642,"1668,39",SOUTH FLORIDA AREA,6,NA,9,Y,1000866
"28,755","96,5",30,0,"48,5","-0,255",0,45,1,1,Y,547,2954,"1091,78",DALLAS AREA,1,NA,4,Y,1000867
"45,85","400,5","17,5825",0,"15,5","9,4",0,45,2,2,Y,3745,"8846,173333",2400,MIDWEST AREA,2,WCMB,7,Y,1000868
"53,5025",385,"59,99",0,-279,"-3,5125",1,45,1,1,N,1029,2946,"381,21",NORTHWEST/ROCKY MOUNTAIN AREA,4,WCMB,5,Y,1000869
"78,0525","410,25",75,0,"-134,25","0,1875",0,51,1,1,Y,20884,"50785,14667","5554,38",NORTHWEST/ROCKY MOUNTAIN AREA,4,WC,,N,1000870
"64,82","352,75",30,0,"30,25","2,22",1,47,2,2,Y,4107,6662,"1869,02",SOUTH FLORIDA AREA,10,WCMB,6,Y,1000871
"79,5625",565,40,0,75,"10,1875",1,49,1,1,Y,7486,"17308,02","2480,81",DALLAS AREA,2,NA,6,Y,1000872
"77,34","644,5","77,65",0,"-343,5","-27,35",0,47,2,1,N,62893,102483,"9070,23",NEW YORK CITY AREA,9,WCMB,6,Y,1000873
30,"74,5",30,0,"106,5",0,1,51,1,1,N,4113,8749,"1857,27",SOUTHWEST AREA,2,WC,6,Y,1000874
"36,9675","83,75","10,155",0,"-83,75","-56,3175",1,49,1,1,N,13703,"29758,16333","3373,55",NEW YORK CITY AREA,6,NA,6,Y,1000875
"40,0625",112,40,0,-40,"-0,0625",1,51,1,1,N,2239,4779,"2072,41",NORTHWEST/ROCKY MOUNTAIN AREA,2,WC,5,Y,1000876
"51,9875","352,75","52,79",0,"-56,75","-15,0075",0,49,1,1,N,7708,18038,"3480,61",NORTHWEST/ROCKY MOUNTAIN AREA,3,WCMB,9,Y,1000877
"65,11","629,25","44,95",0,"-29,25","4,64",0,47,2,2,N,6613,"13117,02","2585,7",CALIFORNIA NORTH AREA,6,NA,3,Y,1000878
25,"25,5",25,0,"-8,5",0,1,51,1,1,Y,499,711,"1291,2",DALLAS AREA,1,NA,4,Y,1000879
"34,26",68,"39,99",0,-9,"-0,27",0,45,1,1,Y,3372,7595,"839,29",CALIFORNIA NORTH AREA,4,WCMB,4,Y,1000880
"64,0125","586,25",50,"0,195","-38,25","-8,7825",1,47,2,2,N,8790,"19929,19","2697,06",DALLAS AREA,4,WCMB,7,Y,1000881
"61,6875",661,50,0,-6,"-3,1875",1,49,2,1,N,17481,28929,"3000,63",NORTHWEST/ROCKY MOUNTAIN AREA,2,NA,7,Y,1000882
"20,38",9,"29,99",0,27,"1,17",0,49,1,1,N,8544,16132,"2403,77",NEW YORK CITY AREA,7,WCMB,5,Y,1000883
"52,85",662,"56,66","5,026666667",,,0,49,2,2,N,5199,"16290,05","2903,4",MIDWEST AREA,4,NA,6,Y,1000884
"94,895","1191,75","80,115",0,"-300,75","-18,915",1,45,1,1,N,9004,19384,"2417,3",TENNESSEE AREA,4,WCMB,,N,1000885
"83,975",695,"84,99",0,-474,"-8,985",1,49,3,3,Y,10321,"23000,05","3403,83",PHILADELPHIA AREA,4,WCMB,9,Y,1000886
"74,99","1002,75","84,99",0,"-405,75",0,1,49,3,3,N,24809,"63964,02","5594,22",GREAT LAKES AREA,5,WCMB,5,Y,1000887
"76,7325",628,75,0,57,"0,2475",1,47,1,1,N,13046,"30350,14667","3571,5",SOUTH FLORIDA AREA,2,NA,5,Y,1000888
"80,3925","531,5","79,99","1,8525","-152,5","-6,4425",0,45,1,1,U,10895,"26120,25","3838,47",CALIFORNIA NORTH AREA,4,WCMB,9,Y,1000889
"122,24","1238,5","94,99",0,"-420,5","-37,54",1,47,2,2,N,17090,"42835,02","5242,22",TENNESSEE AREA,3,WCMB,6,Y,1000890
"55,0375","388,75","44,95",0,"-46,75","-5,5875",1,51,1,1,N,13451,25973,"4790,24",NEW YORK CITY AREA,3,WC,6,Y,1000891
